Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2022-09-08,251.20045471191406,253.0563800129086,247.57606718812474,250.21907123233504,20319900
2022-09-09,256.9723205566406,257.7205384807604,252.92040261166707,253.12444856663964,22084700
2022-09-12,259.1002502441406,259.87761738911445,257.6524465635684,258.2548875674703,18747700
2022-09-13,244.85536193847656,253.02723665375865,244.46667832262642,251.51140761885284,33353300
2022-09-14,245.07887268066406,247.03195802459214,242.78569098884205,246.35178015556986,23913000
2022-09-15,238.43247985839844,244.2820229372471,237.11098539396593,242.698183747151,31530900
2022-09-16,237.8106689453125,238.354811263805,235.2065402152561,237.34424853509077,39791800
2022-09-19,237.5968780517578,238.19931916772862,234.03078901134762,235.60491699915002,26826900
2022-09-20,235.5854949951172,236.61548077642544,232.85505707344666,235.21626404112513,26660300
2022-09-21,232.18455505371094,240.64795350193162,232.13596774895265,237.35393588330672,28625600
2022-09-22,234.1571044921875,236.9555675025579,230.8436634388637,231.1351576468061,31061200
2022-09-23,231.18374633789062,234.30286782239332,228.54075677381346,232.75787437724338,34176000
2022-09-26,230.72705078125,234.61379837015886,230.19262002242195,230.33838195306527,27694200
2022-09-27,229.7164764404297,234.9538676194247,227.86055112233197,233.18539055356896,27018700
2022-09-28,234.2445526123047,235.4688726877208,228.084046805277,230.10515720285915,29029700
2022-09-29,230.775634765625,233.15626466417,227.77312585488747,232.12627894023532,27484200
2022-09-30,226.30587768554688,233.72956515957875,226.14069268839654,231.54326959007867,35694800
2022-10-03,233.9239044189453,234.76926725849918,228.01604641968547,228.7448115784085,28880400
2022-10-04,241.8334197998047,243.27151213771026,238.04383231681499,238.15071845977334,34888400
2022-10-05,242.14437866210938,243.48531136271737,237.18878424235803,239.0252719369114,20347100
2022-10-06,239.8026123046875,243.25210389130189,239.11272288342423,240.9103348181627,20239900
2022-10-07,227.60794067382812,234.4874855805171,226.56822859279998,234.07936404235068,37769600
2022-10-10,222.75921630859375,227.91887124753765,220.31056122973789,226.45162940250796,29743600
2022-10-11,219.02792358398438,222.5745744479787,217.7647277876426,221.17534309367792,30474000
2022-10-12,219.3583221435547,221.4085821373912,217.61900908089987,219.01822579092038,21903900
2022-10-13,227.60794067382812,229.4152788681851,212.92575128751184,213.6253670289897,42551800
2022-10-14,222.08871459960938,230.52296304857052,221.87494233482897,228.87108376131062,30198600
2022-10-17,230.80477905273438,232.1942989747583,228.4824480465505,229.14320282236488,28142300
2022-10-18,231.74732971191406,237.02358255454533,228.70594491704173,236.35313103627706,26329600
2022-10-19,229.7845458984375,232.8259310627269,227.65654891938308,230.3286882657858,19985700
2022-10-20,229.46385192871094,234.47775981300623,228.22009390223283,229.09462099466492,21811000
2022-10-21,235.2648468017578,236.11993608853678,227.86059676033693,228.0938069731221,26299700
2022-10-24,240.2495880126953,240.8228797300147,234.4680538752151,236.85839536600284,24911200
2022-10-25,243.5630340576172,243.93226498550914,238.86978470276068,240.2592898081023,34775500
2022-10-26,224.7706298828125,231.55300056663893,223.54629485034351,224.62486794587923,82543200
2022-10-27,220.3300018310547,227.07351120535486,219.38746436365162,224.49853205636384,40424600
2022-10-28,229.1917724609375,229.9011145363862,219.64981530818488,219.83443818188346,40647700
2022-10-31,225.5576934814453,228.2686935125121,224.6054296076982,227.14153310691304,28357300
2022-11-01,221.7097930908203,229.0654698713663,220.89357967203034,227.95774742393274,30592300
2022-11-02,213.8682861328125,224.7511761173168,213.80997246609851,222.96327583397812,38407000
2022-11-03,208.18389892578125,214.16949323044878,207.9215393357344,213.85854633457637,36633900
2022-11-04,215.12176513671875,215.31609955402047,207.3871307832787,211.39049094816932,36789100
2022-11-07,221.4182891845703,221.9430084136209,215.01487607123818,215.70478029409642,33498000
2022-11-08,222.3899688720703,225.091257180639,219.44575884635148,222.22478388362,28192500
2022-11-09,218.1533966064453,222.15675627667915,217.97850010051374,220.93242142810288,27852900
2022-11-10,236.1004638671875,236.44056019136823,228.34640704745314,228.7642252711611,46268000
2022-11-11,240.11355590820312,240.96864514419838,235.0802099419117,236.11021053379952,34620200
2022-11-14,234.7109832763672,237.00416504738854,232.4372393956365,235.13852790216598,31123300
